appid,appname,ownerid,playtime_2weeks,playtime_forever
10,Counter-Strike,76561197960274006,,0
20,Team Fortress Classic,76561197960274006,,0
30,Day of Defeat,76561197960274006,,0
40,Deathmatch Classic,76561197960274006,,0
50,Half-Life: Opposing Force,76561197960274006,,0
60,Ricochet,76561197960274006,,0
70,Half-Life,76561197960274006,,0
130,Half-Life: Blue Shift,76561197960274006,,0
80,Counter-Strike: Condition Zero,76561197960274006,,0
100,Counter-Strike: Condition Zero,76561197960274006,,0
220,Half-Life 2,76561197960274006,,0
240,Counter-Strike: Source,76561197960274006,,21
280,Half-Life: Source,76561197960274006,,0
300,Day of Defeat: Source,76561197960274006,,0
320,Half-Life 2: Deathmatch,76561197960274006,,0
340,Half-Life 2: Lost Coast,76561197960274006,,0
360,Half-Life Deathmatch: Source,76561197960274006,,0
380,Half-Life 2: Episode One,76561197960274006,,0
400,Portal,76561197960274006,,0
420,Half-Life 2: Episode Two,76561197960274006,,2
500,Left 4 Dead,76561197960274006,,330
550,Left 4 Dead 2,76561197960274006,,862
620,Portal 2,76561197960274006,,32
730,Counter-Strike: Global Offensive,76561197960274006,,233
10,Counter-Strike,76561197960279106,,14
20,Team Fortress Classic,76561197960279106,,0
30,Day of Defeat,76561197960279106,,0
40,Deathmatch Classic,76561197960279106,,0
50,Half-Life: Opposing Force,76561197960279106,,0
60,Ricochet,76561197960279106,,0
70,Half-Life,76561197960279106,,0
130,Half-Life: Blue Shift,76561197960279106,,0
80,Counter-Strike: Condition Zero,76561197960279106,,0
100,Counter-Strike: Condition Zero,76561197960279106,,0
220,Half-Life 2,76561197960279106,,88
240,Counter-Strike: Source,76561197960279106,,5
280,Half-Life: Source,76561197960279106,,0
300,Day of Defeat: Source,76561197960279106,,151
320,Half-Life 2: Deathmatch,76561197960279106,,0
340,Half-Life 2: Lost Coast,76561197960279106,,0
360,Half-Life Deathmatch: Source,76561197960279106,,0
380,Half-Life 2: Episode One,76561197960279106,,0
400,Portal,76561197960279106,,346
420,Half-Life 2: Episode Two,76561197960279106,,0
500,Left 4 Dead,76561197960279106,,4928
550,Left 4 Dead 2,76561197960279106,,15861
620,Portal 2,76561197960279106,,2557
730,Counter-Strike: Global Offensive,76561197960279106,,1557
10,Counter-Strike,76561197960333589,,24
20,Team Fortress Classic,76561197960333589,,0
30,Day of Defeat,76561197960333589,,0
40,Deathmatch Classic,76561197960333589,,0
50,Half-Life: Opposing Force,76561197960333589,,0
60,Ricochet,76561197960333589,,0
70,Half-Life,76561197960333589,,850
130,Half-Life: Blue Shift,76561197960333589,,0
80,Counter-Strike: Condition Zero,76561197960333589,,0
100,Counter-Strike: Condition Zero,76561197960333589,,0
220,Half-Life 2,76561197960333589,,0
240,Counter-Strike: Source,76561197960333589,,1760
280,Half-Life: Source,76561197960333589,,0
300,Day of Defeat: Source,76561197960333589,,40
320,Half-Life 2: Deathmatch,76561197960333589,,0
340,Half-Life 2: Lost Coast,76561197960333589,,0
360,Half-Life Deathmatch: Source,76561197960333589,,0
1300,SiN Episodes: Emergence,76561197960333589,,0
1309,SiN Episodes: Emergence,76561197960333589,,0
1313,SiN Episodes: Emergence,76561197960333589,,0
380,Half-Life 2: Episode One,76561197960333589,,0
2800,X2: The Threat,76561197960333589,,0
2810,X3: Reunion,76561197960333589,,66
3450,Typer Shark! Deluxe,76561197960333589,,4273
10,Counter-Strike,76561197960434622,,32
20,Team Fortress Classic,76561197960434622,,3
30,Day of Defeat,76561197960434622,,0
40,Deathmatch Classic,76561197960434622,,0
50,Half-Life: Opposing Force,76561197960434622,,52
60,Ricochet,76561197960434622,,58
70,Half-Life,76561197960434622,,248
130,Half-Life: Blue Shift,76561197960434622,,1
80,Counter-Strike: Condition Zero,76561197960434622,,0
100,Counter-Strike: Condition Zero,76561197960434622,,0
220,Half-Life 2,76561197960434622,,1047
240,Counter-Strike: Source,76561197960434622,,48
280,Half-Life: Source,76561197960434622,,540
300,Day of Defeat: Source,76561197960434622,,64
320,Half-Life 2: Deathmatch,76561197960434622,,76
340,Half-Life 2: Lost Coast,76561197960434622,,6
360,Half-Life Deathmatch: Source,76561197960434622,,0
380,Half-Life 2: Episode One,76561197960434622,,142
400,Portal,76561197960434622,,107
420,Half-Life 2: Episode Two,76561197960434622,,0
500,Left 4 Dead,76561197960434622,,1704
550,Left 4 Dead 2,76561197960434622,,1480
620,Portal 2,76561197960434622,,1154
730,Counter-Strike: Global Offensive,76561197960434622,,558
583950,Artifact,76561197960434622,100,182
1300,SiN Episodes: Emergence,76561197960434622,,0
1309,SiN Episodes: Emergence,76561197960434622,,0
1313,SiN Episodes: Emergence,76561197960434622,,0
1520,DEFCON,76561197960434622,,27
3830,Psychonauts,76561197960434622,,51
4000,Garry's Mod,76561197960434622,,0
3900,Sid Meier's Civilization® IV,76561197960434622,,0
34440,Sid Meier's Civilization® IV,76561197960434622,,0
10,Counter-Strike,76561197960563532,,0
20,Team Fortress Classic,76561197960563532,,0
30,Day of Defeat,76561197960563532,,0
40,Deathmatch Classic,76561197960563532,,0
50,Half-Life: Opposing Force,76561197960563532,,0
60,Ricochet,76561197960563532,,0
70,Half-Life,76561197960563532,,0
130,Half-Life: Blue Shift,76561197960563532,,0
80,Counter-Strike: Condition Zero,76561197960563532,,0
100,Counter-Strike: Condition Zero,76561197960563532,,0
220,Half-Life 2,76561197960563532,,0
240,Counter-Strike: Source,76561197960563532,,0
280,Half-Life: Source,76561197960563532,,0
300,Day of Defeat: Source,76561197960563532,,0
320,Half-Life 2: Deathmatch,76561197960563532,,0
340,Half-Life 2: Lost Coast,76561197960563532,,0
360,Half-Life Deathmatch: Source,76561197960563532,,0
380,Half-Life 2: Episode One,76561197960563532,,0
400,Portal,76561197960563532,,0
420,Half-Life 2: Episode Two,76561197960563532,,0
500,Left 4 Dead,76561197960563532,,0
550,Left 4 Dead 2,76561197960563532,,0
620,Portal 2,76561197960563532,,0
730,Counter-Strike: Global Offensive,76561197960563532,,0
10,Counter-Strike,76561197965532939,,0
80,Counter-Strike: Condition Zero,76561197965532939,,0
100,Counter-Strike: Condition Zero,76561197965532939,,0
220,Half-Life 2,76561197965532939,,311
240,Counter-Strike: Source,76561197965532939,,28
320,Half-Life 2: Deathmatch,76561197965532939,,0
340,Half-Life 2: Lost Coast,76561197965532939,,0
70,Half-Life,76561197965532939,,67
360,Half-Life Deathmatch: Source,76561197965532939,,0
380,Half-Life 2: Episode One,76561197965532939,,0
2400,The Ship: Murder Party,76561197965532939,,677
10,Counter-Strike,76561197965656609,,0
20,Team Fortress Classic,76561197965656609,,0
30,Day of Defeat,76561197965656609,,0
40,Deathmatch Classic,76561197965656609,,0
50,Half-Life: Opposing Force,76561197965656609,,0
60,Ricochet,76561197965656609,,0
70,Half-Life,76561197965656609,,0
130,Half-Life: Blue Shift,76561197965656609,,0
80,Counter-Strike: Condition Zero,76561197965656609,,0
100,Counter-Strike: Condition Zero,76561197965656609,,0
220,Half-Life 2,76561197965656609,,0
240,Counter-Strike: Source,76561197965656609,,0
280,Half-Life: Source,76561197965656609,,0
300,Day of Defeat: Source,76561197965656609,,0
320,Half-Life 2: Deathmatch,76561197965656609,,0
340,Half-Life 2: Lost Coast,76561197965656609,,0
360,Half-Life Deathmatch: Source,76561197965656609,,0
1200,Red Orchestra: Ostfront 41-45,76561197965656609,,0
1230,Mare Nostrum,76561197965656609,,0
1280,Darkest Hour: Europe '44-'45,76561197965656609,,0
1500,Darwinia,76561197965656609,,0
1510,Uplink,76561197965656609,,0
1520,DEFCON,76561197965656609,,0
10,Counter-Strike,76561197966089529,,0
80,Counter-Strike: Condition Zero,76561197966089529,,0
100,Counter-Strike: Condition Zero,76561197966089529,,0
220,Half-Life 2,76561197966089529,,0
240,Counter-Strike: Source,76561197966089529,,60
320,Half-Life 2: Deathmatch,76561197966089529,,0
340,Half-Life 2: Lost Coast,76561197966089529,,0
20,Team Fortress Classic,76561197966089529,,0
30,Day of Defeat,76561197966089529,,0
40,Deathmatch Classic,76561197966089529,,0
50,Half-Life: Opposing Force,76561197966089529,,0
60,Ricochet,76561197966089529,,0
70,Half-Life,76561197966089529,,0
130,Half-Life: Blue Shift,76561197966089529,,0
280,Half-Life: Source,76561197966089529,,0
300,Day of Defeat: Source,76561197966089529,,0
360,Half-Life Deathmatch: Source,76561197966089529,,0
380,Half-Life 2: Episode One,76561197966089529,,0
400,Portal,76561197966089529,,316
420,Half-Life 2: Episode Two,76561197966089529,,0
500,Left 4 Dead,76561197966089529,,63
550,Left 4 Dead 2,76561197966089529,,334
620,Portal 2,76561197966089529,,459
730,Counter-Strike: Global Offensive,76561197966089529,,264
10,Counter-Strike,76561197966652320,,35
20,Team Fortress Classic,76561197966652320,,0
30,Day of Defeat,76561197966652320,,0
40,Deathmatch Classic,76561197966652320,,0
50,Half-Life: Opposing Force,76561197966652320,,0
60,Ricochet,76561197966652320,,0
70,Half-Life,76561197966652320,,5
130,Half-Life: Blue Shift,76561197966652320,,0
220,Half-Life 2,76561197966652320,,8
240,Counter-Strike: Source,76561197966652320,,503
320,Half-Life 2: Deathmatch,76561197966652320,,0
340,Half-Life 2: Lost Coast,76561197966652320,,0
300,Day of Defeat: Source,76561197966652320,,40
360,Half-Life Deathmatch: Source,76561197966652320,,0
380,Half-Life 2: Episode One,76561197966652320,,388
3830,Psychonauts,76561197966652320,,4
10,Counter-Strike,76561197968459473,,39
80,Counter-Strike: Condition Zero,76561197968459473,,0
100,Counter-Strike: Condition Zero,76561197968459473,,0
220,Half-Life 2,76561197968459473,,165
240,Counter-Strike: Source,76561197968459473,,73
320,Half-Life 2: Deathmatch,76561197968459473,,778
340,Half-Life 2: Lost Coast,76561197968459473,,0
20,Team Fortress Classic,76561197968459473,,106
50,Half-Life: Opposing Force,76561197968459473,,0
70,Half-Life,76561197968459473,,0
130,Half-Life: Blue Shift,76561197968459473,,35
30,Day of Defeat,76561197968459473,,0
40,Deathmatch Classic,76561197968459473,,0
60,Ricochet,76561197968459473,,9
280,Half-Life: Source,76561197968459473,,0
300,Day of Defeat: Source,76561197968459473,,3
360,Half-Life Deathmatch: Source,76561197968459473,,1
380,Half-Life 2: Episode One,76561197968459473,,0
400,Portal,76561197968459473,,0
420,Half-Life 2: Episode Two,76561197968459473,,1
500,Left 4 Dead,76561197968459473,,0
550,Left 4 Dead 2,76561197968459473,,1595
620,Portal 2,76561197968459473,,1087
730,Counter-Strike: Global Offensive,76561197968459473,,1211
583950,Artifact,76561197968459473,,0
10,Counter-Strike,76561197969221324,,0
20,Team Fortress Classic,76561197969221324,,7
30,Day of Defeat,76561197969221324,,0
40,Deathmatch Classic,76561197969221324,,0
50,Half-Life: Opposing Force,76561197969221324,,0
60,Ricochet,76561197969221324,,0
70,Half-Life,76561197969221324,,0
80,Counter-Strike: Condition Zero,76561197969221324,,0
100,Counter-Strike: Condition Zero,76561197969221324,,0
130,Half-Life: Blue Shift,76561197969221324,,0
220,Half-Life 2,76561197969221324,,48
240,Counter-Strike: Source,76561197969221324,,0
280,Half-Life: Source,76561197969221324,,0
300,Day of Defeat: Source,76561197969221324,,0
320,Half-Life 2: Deathmatch,76561197969221324,,0
340,Half-Life 2: Lost Coast,76561197969221324,,0
360,Half-Life Deathmatch: Source,76561197969221324,,0
380,Half-Life 2: Episode One,76561197969221324,,0
400,Portal,76561197969221324,,0
420,Half-Life 2: Episode Two,76561197969221324,,0
500,Left 4 Dead,76561197969221324,,6060
550,Left 4 Dead 2,76561197969221324,,3736
620,Portal 2,76561197969221324,,755
730,Counter-Strike: Global Offensive,76561197969221324,,0
10,Counter-Strike,76561197969363506,,0
20,Team Fortress Classic,76561197969363506,,0
30,Day of Defeat,76561197969363506,,0
40,Deathmatch Classic,76561197969363506,,0
50,Half-Life: Opposing Force,76561197969363506,,0
60,Ricochet,76561197969363506,,0
70,Half-Life,76561197969363506,,0
80,Counter-Strike: Condition Zero,76561197969363506,,0
100,Counter-Strike: Condition Zero,76561197969363506,,0
130,Half-Life: Blue Shift,76561197969363506,,0
220,Half-Life 2,76561197969363506,,0
240,Counter-Strike: Source,76561197969363506,,0
280,Half-Life: Source,76561197969363506,,0
300,Day of Defeat: Source,76561197969363506,,0
320,Half-Life 2: Deathmatch,76561197969363506,,0
340,Half-Life 2: Lost Coast,76561197969363506,,0
360,Half-Life Deathmatch: Source,76561197969363506,,0
1300,SiN Episodes: Emergence,76561197969363506,,0
1309,SiN Episodes: Emergence,76561197969363506,,0
1313,SiN Episodes: Emergence,76561197969363506,,0
380,Half-Life 2: Episode One,76561197969363506,,0
2400,The Ship: Murder Party,76561197969363506,,0
10,Counter-Strike,76561197969593376,,12
20,Team Fortress Classic,76561197969593376,,0
30,Day of Defeat,76561197969593376,,0
40,Deathmatch Classic,76561197969593376,,0
50,Half-Life: Opposing Force,76561197969593376,,0
60,Ricochet,76561197969593376,,0
70,Half-Life,76561197969593376,,0
130,Half-Life: Blue Shift,76561197969593376,,0
80,Counter-Strike: Condition Zero,76561197969593376,,0
100,Counter-Strike: Condition Zero,76561197969593376,,0
220,Half-Life 2,76561197969593376,,0
240,Counter-Strike: Source,76561197969593376,,285
320,Half-Life 2: Deathmatch,76561197969593376,,0
340,Half-Life 2: Lost Coast,76561197969593376,,0
300,Day of Defeat: Source,76561197969593376,,139
2400,The Ship: Murder Party,76561197969593376,,641
2420,The Ship: Single Player,76561197969593376,,0
220,Half-Life 2,76561197970565175,,162
240,Counter-Strike: Source,76561197970565175,,104
280,Half-Life: Source,76561197970565175,,0
320,Half-Life 2: Deathmatch,76561197970565175,,0
340,Half-Life 2: Lost Coast,76561197970565175,,0
360,Half-Life Deathmatch: Source,76561197970565175,,0
300,Day of Defeat: Source,76561197970565175,,123
10,Counter-Strike,76561197970565175,,0
20,Team Fortress Classic,76561197970565175,,0
30,Day of Defeat,76561197970565175,,0
40,Deathmatch Classic,76561197970565175,,0
50,Half-Life: Opposing Force,76561197970565175,,0
60,Ricochet,76561197970565175,,0
70,Half-Life,76561197970565175,,35
80,Counter-Strike: Condition Zero,76561197970565175,,0
100,Counter-Strike: Condition Zero,76561197970565175,,0
130,Half-Life: Blue Shift,76561197970565175,,0
380,Half-Life 2: Episode One,76561197970565175,,0
400,Portal,76561197970565175,,1
420,Half-Life 2: Episode Two,76561197970565175,,0
500,Left 4 Dead,76561197970565175,,249
550,Left 4 Dead 2,76561197970565175,,476
620,Portal 2,76561197970565175,,1130
730,Counter-Strike: Global Offensive,76561197970565175,,316
583950,Artifact,76561197970565175,,0
3330,Zuma Deluxe,76561197970565175,,33
3310,Chuzzle Deluxe,76561197970565175,,17
3480,Peggle Deluxe,76561197970565175,,11
10,Counter-Strike,76561197978181900,,18
20,Team Fortress Classic,76561197978181900,,0
30,Day of Defeat,76561197978181900,,0
40,Deathmatch Classic,76561197978181900,,0
50,Half-Life: Opposing Force,76561197978181900,,0
60,Ricochet,76561197978181900,,0
70,Half-Life,76561197978181900,,0
130,Half-Life: Blue Shift,76561197978181900,,0
1520,DEFCON,76561197978181900,,28
3830,Psychonauts,76561197978181900,,0
4700,Total War: MEDIEVAL II – Definitive Edition,76561197978181900,,615
7110,Jade Empire™: Special Edition,76561197978181900,,132
10,Counter-Strike,76561197978266558,,0
20,Team Fortress Classic,76561197978266558,,0
30,Day of Defeat,76561197978266558,,0
40,Deathmatch Classic,76561197978266558,,5
50,Half-Life: Opposing Force,76561197978266558,,0
60,Ricochet,76561197978266558,,0
70,Half-Life,76561197978266558,,0
80,Counter-Strike: Condition Zero,76561197978266558,,0
100,Counter-Strike: Condition Zero,76561197978266558,,0
130,Half-Life: Blue Shift,76561197978266558,,0
220,Half-Life 2,76561197978266558,,202
240,Counter-Strike: Source,76561197978266558,,0
280,Half-Life: Source,76561197978266558,,0
300,Day of Defeat: Source,76561197978266558,,0
320,Half-Life 2: Deathmatch,76561197978266558,,0
340,Half-Life 2: Lost Coast,76561197978266558,,0
360,Half-Life Deathmatch: Source,76561197978266558,,0
380,Half-Life 2: Episode One,76561197978266558,,0
400,Portal,76561197978266558,,176
420,Half-Life 2: Episode Two,76561197978266558,,0
500,Left 4 Dead,76561197978266558,,368
550,Left 4 Dead 2,76561197978266558,,1239
620,Portal 2,76561197978266558,,1186
730,Counter-Strike: Global Offensive,76561197978266558,,9777
583950,Artifact,76561197978266558,1207,2039
1300,SiN Episodes: Emergence,76561197978266558,,0
1309,SiN Episodes: Emergence,76561197978266558,,0
1313,SiN Episodes: Emergence,76561197978266558,,0
10,Counter-Strike,76561197985866466,,1013
80,Counter-Strike: Condition Zero,76561197985866466,,239
100,Counter-Strike: Condition Zero,76561197985866466,,58
300,Day of Defeat: Source,76561197985866466,,115
30,Day of Defeat,76561197985866466,,0
40,Deathmatch Classic,76561197985866466,,0
60,Ricochet,76561197985866466,,14
70,Half-Life,76561197985866466,,218
280,Half-Life: Source,76561197985866466,,23
360,Half-Life Deathmatch: Source,76561197985866466,,0
20,Team Fortress Classic,76561197985866466,,21
50,Half-Life: Opposing Force,76561197985866466,,291
130,Half-Life: Blue Shift,76561197985866466,,90
1600,Dangerous Waters,76561197985866466,,0
1900,Earth 2160,76561197985866466,,0
1510,Uplink,76561197985866466,,0
3410,Heavy Weapon Deluxe,76561197985866466,,0
1520,DEFCON,76561197985866466,,12
240,Counter-Strike: Source,76561197991518342,,49700
300,Day of Defeat: Source,76561197991518342,,0
320,Half-Life 2: Deathmatch,76561197991518342,,0
340,Half-Life 2: Lost Coast,76561197991518342,,0
20,Team Fortress Classic,76561197991518342,,0
50,Half-Life: Opposing Force,76561197991518342,,0
70,Half-Life,76561197991518342,,1
130,Half-Life: Blue Shift,76561197991518342,,0
4000,Garry's Mod,76561197991518342,,284
2990,FlatOut 2™,76561197991518342,,0
6210,Vegas: Make It Big™,76561197991518342,,0
6300,Dreamfall: The Longest Journey,76561197991518342,,3
6310,The Longest Journey,76561197991518342,,0
2720,ThreadSpace: Hyperbol,76561197991518342,,0
2200,Quake III Arena,76561197991518342,,0
2310,QUAKE,76561197991518342,,0
2320,QUAKE II,76561197991518342,,0
2330,QUAKE II Mission Pack: The Reckoning,76561197991518342,,0
2340,QUAKE II Mission Pack: Ground Zero,76561197991518342,,0
2350,QUAKE III: Team Arena,76561197991518342,,0
9030,QUAKE Mission Pack 2: Dissolution of Eternity,76561197991518342,,0
9040,QUAKE Mission Pack 1: Scourge of Armagon,76561197991518342,,0
220,Half-Life 2,76561197991518342,1644,2246
360,Half-Life Deathmatch: Source,76561197991518342,,0
380,Half-Life 2: Episode One,76561197991518342,,136
400,Portal,76561197991518342,,1090
420,Half-Life 2: Episode Two,76561197991518342,,312
4230,RACE - The WTCC Game,76561197991518342,,0
4290,RACE: Caterham Expansion,76561197991518342,,0
10,Counter-Strike,76561197991885937,,0
20,Team Fortress Classic,76561197991885937,,0
30,Day of Defeat,76561197991885937,,0
40,Deathmatch Classic,76561197991885937,,0
50,Half-Life: Opposing Force,76561197991885937,,0
60,Ricochet,76561197991885937,,0
70,Half-Life,76561197991885937,,0
80,Counter-Strike: Condition Zero,76561197991885937,,0
100,Counter-Strike: Condition Zero,76561197991885937,,0
130,Half-Life: Blue Shift,76561197991885937,,0
220,Half-Life 2,76561197991885937,,0
240,Counter-Strike: Source,76561197991885937,,0
280,Half-Life: Source,76561197991885937,,0
300,Day of Defeat: Source,76561197991885937,,0
320,Half-Life 2: Deathmatch,76561197991885937,,0
340,Half-Life 2: Lost Coast,76561197991885937,,0
360,Half-Life Deathmatch: Source,76561197991885937,,0
380,Half-Life 2: Episode One,76561197991885937,,0
400,Portal,76561197991885937,,59
420,Half-Life 2: Episode Two,76561197991885937,,0
500,Left 4 Dead,76561197991885937,,0
550,Left 4 Dead 2,76561197991885937,,496
620,Portal 2,76561197991885937,,704
730,Counter-Strike: Global Offensive,76561197991885937,,0
10,Counter-Strike,76561197992219796,,428
20,Team Fortress Classic,76561197992219796,,0
30,Day of Defeat,76561197992219796,,0
40,Deathmatch Classic,76561197992219796,,0
50,Half-Life: Opposing Force,76561197992219796,,0
60,Ricochet,76561197992219796,,2
70,Half-Life,76561197992219796,,1735
80,Counter-Strike: Condition Zero,76561197992219796,,0
100,Counter-Strike: Condition Zero,76561197992219796,,0
130,Half-Life: Blue Shift,76561197992219796,,0
220,Half-Life 2,76561197992219796,,448
240,Counter-Strike: Source,76561197992219796,,17
280,Half-Life: Source,76561197992219796,,0
300,Day of Defeat: Source,76561197992219796,,0
320,Half-Life 2: Deathmatch,76561197992219796,,0
340,Half-Life 2: Lost Coast,76561197992219796,,9
360,Half-Life Deathmatch: Source,76561197992219796,,0
380,Half-Life 2: Episode One,76561197992219796,,0
400,Portal,76561197992219796,,209
420,Half-Life 2: Episode Two,76561197992219796,,0
500,Left 4 Dead,76561197992219796,,713
550,Left 4 Dead 2,76561197992219796,,352
620,Portal 2,76561197992219796,,4940
730,Counter-Strike: Global Offensive,76561197992219796,,1340
300,Day of Defeat: Source,76561197996599994,,22
20,Team Fortress Classic,76561197996599994,,105
50,Half-Life: Opposing Force,76561197996599994,,80
70,Half-Life,76561197996599994,,133
130,Half-Life: Blue Shift,76561197996599994,,44
280,Half-Life: Source,76561197996599994,,46
360,Half-Life Deathmatch: Source,76561197996599994,,90
